Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-j45v,branch-cyxv,checkpoint-t1lc,checkpoint-isbn,Randomise questionnaire elements?,Question Key,Response
1,1.69684E+12,09.10.2023 08:35,1.69684E+12,3,09.10.2023 11:35,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1834x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,BEGIN QUESTIONNAIRE,
2,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,1_dob-month,5
3,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,1_dob-year,1995
4,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,2_pob,"Новгородская область, п. Демянск"
5,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,3_residence,г. Москва
6,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,4_handedness,правша
7,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,4_handedness-quantised,1
8,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,5_hearinglevel,II-III степень (41-70 дБ)
9,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,5_hearinglevel-quantised,3
10,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,6_hearing-aids,нет
11,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,6_hearing-aids-quantised,2
12,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,6b_CIage,
13,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,7_deafnessreason,"Грипп, антибиотики"
14,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,8_born-deaf,нет
15,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,8_born-deaf-quantised,2
16,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,8a_deafness-age,с 2 года 9 месяцев
17,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,9_SL-exposure,3
18,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,10_SL-introduction-path,другое
19,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,10_SL-introduction-path-quantised,5
20,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,11_SL-years,25 лет
21,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,12_SL-peers,да
22,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,12_SL-peers-quantised,1
23,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,13_college,да
24,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,13_college-quantised,1
25,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,14_deaf-clubs,да
26,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,14_deaf-clubs-quantised,1
27,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,15_freq-of-use,Каждый день
28,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,15_freq-of-use-quantised,1
29,1.69684E+12,09.10.2023 08:39,1.69684E+12,3,09.10.2023 11:39,142916,13,questionnaire-3kt6,,32103443,ibqimzb1,9492137,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1920x1080,1819x1006,Accepted,,,RSL questionnaire,3,rsl_list1,Not on phone,,Accepted,No,16_preferred-language,РЖЯ и русский письменный или устный
