Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
13,1696570551098,06/10/2023 05:35:51,1696577751098,2,06/10/2023 09:35:51,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 4,9wlxvm,4,info,Video start,29.855000011919472,16.40099999999802,29.855000011919472,29.855000011919472,16.40099999999802,29.855000011919472,1,29.855000011919472,0,0,,Video,video,1,object-178,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
14,1696570557137,06/10/2023 05:35:57,1696577757137,2,06/10/2023 09:35:57,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,match,Screen 4,9wlxvm,4,response,match,6069.049999988078,6063.083999999995,6069.049999988078,6069.049999988078,6063.083999999995,6069.049999988078,1,6069.049999988078,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,East 2.jpg,Øst.mp4,same,different,east,5,target,1,,,
15,1696570557635,06/10/2023 05:35:57,1696577757635,2,06/10/2023 09:35:57,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 1,nmofvp,1,continue,,501.1970000000001,501.1970000000001,501.1970000000001,501.1970000000001,501.1970000000001,501.1970000000001,1,501.1970000000001,0,0,,Fixation Timing,,1,object-167,match,Metal 1.jpg,Metall.mp4,same,same,metal,35,target,1,,,
16,1696570558638,06/10/2023 05:35:58,1696577758638,2,06/10/2023 09:35:58,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 2,pevo7u,2,timedOut,,1005.2689999880822,1002.3430000000008,1005.2689999880822,1005.2689999880822,1002.3430000000008,1005.2689999880822,0,1005.2689999880822,0,0,,Time Limit,screen,0,screen,match,Metal 1.jpg,Metall.mp4,same,same,metal,35,target,1,,,
17,1696570558937,06/10/2023 05:35:58,1696577758937,2,06/10/2023 09:35:58,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 3,z1irvt,3,timedOut,,302.0260000119233,300.48099999999977,302.0260000119233,302.0260000119233,300.48099999999977,302.0260000119233,1,302.0260000119233,0,0,,Time Limit,screen,0,screen,match,Metal 1.jpg,Metall.mp4,same,same,metal,35,target,1,,,
18,1696570558979,06/10/2023 05:35:58,1696577758979,2,06/10/2023 09:35:58,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 4,9wlxvm,4,info,Video start,43.87699997616076,33.26100000000588,43.87699997616076,43.87699997616076,33.26100000000588,43.87699997616076,1,43.87699997616076,0,0,,Video,video,1,object-178,match,Metal 1.jpg,Metall.mp4,same,same,metal,35,target,1,,,
19,1696570570176,06/10/2023 05:36:10,1696577770176,2,06/10/2023 09:36:10,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,match,Screen 4,9wlxvm,4,response,match,11240.845000023844,11224.613000000005,11240.845000023844,11240.845000023844,11224.613000000005,11240.845000023844,1,11240.845000023844,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Metal 1.jpg,Metall.mp4,same,same,metal,35,target,1,,,
20,1696570570661,06/10/2023 05:36:10,1696577770661,2,06/10/2023 09:36:10,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 1,8mz8sc,1,continue,,500.9719999999943,500.9719999999943,500.9719999999943,500.9719999999943,500.9719999999943,500.9719999999943,1,500.9719999999943,0,0,,Fixation Timing,,1,object-186,nomatch,Magazine 2.jpg,Flytte.mp4,different,different,na,56,foil,1,,,
21,1696570571663,06/10/2023 05:36:11,1696577771663,2,06/10/2023 09:36:11,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1002.4600000119244,1002.1840000000011,1002.4600000119244,1002.4600000119244,1002.1840000000011,1002.4600000119244,0,1002.4600000119244,0,0,,Time Limit,screen,0,screen,nomatch,Magazine 2.jpg,Flytte.mp4,different,different,na,56,foil,1,,,
22,1696570571964,06/10/2023 05:36:11,1696577771964,2,06/10/2023 09:36:11,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 3,d73ena,3,timedOut,,301.4760000000024,300.8400000000038,301.4760000000024,301.4760000000024,300.8400000000038,301.4760000000024,1,301.4760000000024,0,0,,Time Limit,screen,0,screen,nomatch,Magazine 2.jpg,Flytte.mp4,different,different,na,56,foil,1,,,
23,1696570571991,06/10/2023 05:36:11,1696577771991,2,06/10/2023 09:36:11,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,info,Video start,26.471999988077673,16.63699999999517,26.471999988077673,26.471999988077673,16.63699999999517,26.471999988077673,0,26.471999988077673,0,0,,Video,video,1,object-204,nomatch,Magazine 2.jpg,Flytte.mp4,different,different,na,56,foil,1,,,
24,1696570577191,06/10/2023 05:36:17,1696577777191,2,06/10/2023 09:36:17,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,5227.2360000238405,5211.409,5227.2360000238405,5227.2360000238405,5211.409,5227.2360000238405,0,5227.2360000238405,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Magazine 2.jpg,Flytte.mp4,different,different,na,56,foil,1,,,
25,1696570577677,06/10/2023 05:36:17,1696577777677,2,06/10/2023 09:36:17,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 1,8mz8sc,1,continue,,501.15899999999965,501.15899999999965,501.15899999999965,501.15899999999965,501.15899999999965,501.15899999999965,1,501.15899999999965,0,0,,Fixation Timing,,1,object-186,nomatch,Color 1.jpg,Gate.mp4,different,different,na,51,foil,1,,,
26,1696570578679,06/10/2023 05:36:18,1696577778679,2,06/10/2023 09:36:18,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 2,zhfxqk,2,timedOut,,1002.9679999761574,1002.0500000000029,1002.9679999761574,1002.9679999761574,1002.0500000000029,1002.9679999761574,0,1002.9679999761574,0,0,,Time Limit,screen,0,screen,nomatch,Color 1.jpg,Gate.mp4,different,different,na,51,foil,1,,,
27,1696570578981,06/10/2023 05:36:18,1696577778981,2,06/10/2023 09:36:18,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 3,d73ena,3,timedOut,,302.71799998807546,300.7979999999952,302.71799998807546,302.71799998807546,300.7979999999952,302.71799998807546,1,302.71799998807546,0,0,,Time Limit,screen,0,screen,nomatch,Color 1.jpg,Gate.mp4,different,different,na,51,foil,1,,,
28,1696570579012,06/10/2023 05:36:19,1696577779012,2,06/10/2023 09:36:19,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 4,kfk7dt,4,info,Video start,32.63500002384302,16.69100000000617,32.63500002384302,32.63500002384302,16.69100000000617,32.63500002384302,0,32.63500002384302,0,0,,Video,video,1,object-204,nomatch,Color 1.jpg,Gate.mp4,different,different,na,51,foil,1,,,
29,1696570582337,06/10/2023 05:36:22,1696577782337,2,06/10/2023 09:36:22,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,nomatch,Screen 4,kfk7dt,4,response,nomatch,3357.7929999999906,3340.8929999999964,3357.7929999999906,3357.7929999999906,3340.8929999999964,3357.7929999999906,0,3357.7929999999906,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Color 1.jpg,Gate.mp4,different,different,na,51,foil,1,,,
30,1696570582823,06/10/2023 05:36:22,1696577782823,2,06/10/2023 09:36:22,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,match,Screen 1,nmofvp,1,continue,,501.2250000000058,501.2250000000058,501.2250000000058,501.2250000000058,501.2250000000058,501.2250000000058,1,501.2250000000058,0,0,,Fixation Timing,,1,object-167,match,Cigar 2.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
31,1696570583826,06/10/2023 05:36:23,1696577783826,2,06/10/2023 09:36:23,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,match,Screen 2,pevo7u,2,timedOut,,1004.5019999761571,1002.0589999999938,1004.5019999761571,1004.5019999761571,1002.0589999999938,1004.5019999761571,0,1004.5019999761571,0,0,,Time Limit,screen,0,screen,match,Cigar 2.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
32,1696570584126,06/10/2023 05:36:24,1696577784126,2,06/10/2023 09:36:24,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,match,Screen 3,z1irvt,3,timedOut,,303.0430000000051,300.5320000000065,303.0430000000051,303.0430000000051,300.5320000000065,303.0430000000051,1,303.0430000000051,0,0,,Time Limit,screen,0,screen,match,Cigar 2.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
33,1696570584151,06/10/2023 05:36:24,1696577784151,2,06/10/2023 09:36:24,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,match,Screen 4,9wlxvm,4,info,Video start,26.514999988077673,16.612999999997555,26.514999988077673,26.514999988077673,16.612999999997555,26.514999988077673,1,26.514999988077673,0,0,,Video,video,1,object-178,match,Cigar 2.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
34,1696570587870,06/10/2023 05:36:27,1696577787870,2,06/10/2023 09:36:27,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,3,match,Screen 4,9wlxvm,4,response,match,3746.5109999999986,3741.618000000002,3746.5109999999986,3746.5109999999986,3741.618000000002,3746.5109999999986,1,3746.5109999999986,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Cigar 2.jpg,Sigar.mp4,same,different,cigar,30,target,1,,,
35,1696570588370,06/10/2023 05:36:28,1696577788370,2,06/10/2023 09:36:28,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,match,Screen 1,nmofvp,1,continue,,501.099000000002,501.099000000002,501.099000000002,501.099000000002,501.099000000002,501.099000000002,1,501.099000000002,0,0,,Fixation Timing,,1,object-167,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
36,1696570589370,06/10/2023 05:36:29,1696577789370,2,06/10/2023 09:36:29,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,match,Screen 2,pevo7u,2,timedOut,,1003.8940000238363,1002.281999999992,1003.8940000238363,1003.8940000238363,1002.281999999992,1003.8940000238363,0,1003.8940000238363,0,0,,Time Limit,screen,0,screen,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
37,1696570589671,06/10/2023 05:36:29,1696577789671,2,06/10/2023 09:36:29,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,match,Screen 3,z1irvt,3,timedOut,,301.6120000238443,300.59100000000035,301.6120000238443,301.6120000238443,300.59100000000035,301.6120000238443,1,301.6120000238443,0,0,,Time Limit,screen,0,screen,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
38,1696570589704,06/10/2023 05:36:29,1696577789704,2,06/10/2023 09:36:29,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,match,Screen 4,9wlxvm,4,info,Video start,34.54299997616024,33.16700000000128,34.54299997616024,34.54299997616024,33.16700000000128,34.54299997616024,1,34.54299997616024,0,0,,Video,video,1,object-178,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
39,1696570592134,06/10/2023 05:36:32,1696577792134,2,06/10/2023 09:36:32,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,match,Screen 4,9wlxvm,4,response,match,2464.8209999761602,2455.3169999999955,2464.8209999761602,2464.8209999761602,2455.3169999999955,2464.8209999761602,1,2464.8209999761602,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
40,1696570592628,06/10/2023 05:36:32,1696577792628,2,06/10/2023 09:36:32,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 1,8mz8sc,1,continue,,501.0390000000043,501.0390000000043,501.0390000000043,501.0390000000043,501.0390000000043,501.0390000000043,1,501.0390000000043,0,0,,Fixation Timing,,1,object-186,nomatch,Salt 2.jpg,Kjøtt.mp4,different,same,na,58,foil,1,,,
41,1696570593630,06/10/2023 05:36:33,1696577793630,2,06/10/2023 09:36:33,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 2,zhfxqk,2,timedOut,,1003.8650000119233,1002.525999999998,1003.8650000119233,1003.8650000119233,1002.525999999998,1003.8650000119233,0,1003.8650000119233,0,0,,Time Limit,screen,0,screen,nomatch,Salt 2.jpg,Kjøtt.mp4,different,same,na,58,foil,1,,,
42,1696570593931,06/10/2023 05:36:33,1696577793931,2,06/10/2023 09:36:33,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 3,d73ena,3,timedOut,,302.33900001192524,300.7450000000099,302.33900001192524,302.33900001192524,300.7450000000099,302.33900001192524,1,302.33900001192524,0,0,,Time Limit,screen,0,screen,nomatch,Salt 2.jpg,Kjøtt.mp4,different,same,na,58,foil,1,,,
43,1696570593953,06/10/2023 05:36:33,1696577793953,2,06/10/2023 09:36:33,142915,13,task-n49w,,32059894,owlwjegg,9481529,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,3840x1200,3402x1078,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,4,nomatch,Screen 4,kfk7dt,4,info,Video start,22.463999999994414,16.156999999991967,22.463999999994414,22.463999999994414,16.156999999991967,22.463999999994414,0,22.463999999994414,0,0,,Video,video,1,object-204,nomatch,Salt 2.jpg,Kjøtt.mp4,different,same,na,58,foil,1,,,
