Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1699267510237,06/11/2023 10:45:10,1699271110237,1,06/11/2023 12:45:10,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1699267512384,06/11/2023 10:45:12,1699271112384,1,06/11/2023 12:45:12,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,instructions,Screen 1,9upwou,1,info,Video start,2015.8239999046325,2002.5689999999997,2015.8239999046325,2015.8239999046325,2002.5689999999997,2015.8239999046325,1,2015.8239999046325,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1699267529831,06/11/2023 10:45:29,1699271129831,1,06/11/2023 12:45:29,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,19462.311,19452.184,19462.311,19462.311,19452.184,19462.311,1,19462.311,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1699267529832,06/11/2023 10:45:29,1699271129832,1,06/11/2023 12:45:29,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,19463.610999952318,19452.184,19463.610999952318,19463.610999952318,19452.184,19463.610999952318,1,19463.610999952318,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1699267530305,06/11/2023 10:45:30,1699271130305,1,06/11/2023 12:45:30,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,match,Screen 1,nmofvp,1,continue,,483.4900000000016,483.4900000000016,483.4900000000016,483.4900000000016,483.4900000000016,483.4900000000016,1,483.4900000000016,0,0,,Fixation Timing,,1,object-167,match,Beauty 2.jpg,Pen.mp4,same,different,beauty,25,target,1,,,
6,1699267531310,06/11/2023 10:45:31,1699271131310,1,06/11/2023 12:45:31,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,match,Screen 2,pevo7u,2,timedOut,,1006.2369999046314,1005.6949999999997,1006.2369999046314,1006.2369999046314,1005.6949999999997,1006.2369999046314,0,1006.2369999046314,0,0,,Time Limit,screen,0,screen,match,Beauty 2.jpg,Pen.mp4,same,different,beauty,25,target,1,,,
7,1699267531621,06/11/2023 10:45:31,1699271131621,1,06/11/2023 12:45:31,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,match,Screen 3,z1irvt,3,timedOut,,311.54199990463167,310.92099999999846,311.54199990463167,311.54199990463167,310.92099999999846,311.54199990463167,1,311.54199990463167,0,0,,Time Limit,screen,0,screen,match,Beauty 2.jpg,Pen.mp4,same,different,beauty,25,target,1,,,
8,1699267531684,06/11/2023 10:45:31,1699271131684,1,06/11/2023 12:45:31,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,match,Screen 4,9wlxvm,4,info,Video start,63.51999990463321,34.522000000000844,63.51999990463321,63.51999990463321,34.522000000000844,63.51999990463321,1,63.51999990463321,0,0,,Video,video,1,object-178,match,Beauty 2.jpg,Pen.mp4,same,different,beauty,25,target,1,,,
9,1699267535651,06/11/2023 10:45:35,1699271135651,1,06/11/2023 12:45:35,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,1,match,Screen 4,9wlxvm,4,response,nomatch,4030.5210000000006,4022.611000000001,4030.5210000000006,4030.5210000000006,4022.611000000001,4030.5210000000006,1,4030.5210000000006,0,0,,Keyboard Response,Keyboard Response,6,object-183,match,Beauty 2.jpg,Pen.mp4,same,different,beauty,25,target,1,,,
10,1699267536128,06/11/2023 10:45:36,1699271136128,1,06/11/2023 12:45:36,142915,20,task-n49w,,32730864,9ysgikzw,9685656,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,3840x1600,3840x1451,Accepted,,0,experiment list2,25,Not on phone,Accepted,,,nsl_list2,2,match,Screen 1,nmofvp,1,continue,,483.71700000000055,483.71700000000055,483.71700000000055,483.71700000000055,483.71700000000055,483.71700000000055,1,483.71700000000055,0,0,,Fixation Timing,,1,object-167,match,Eagle 1.jpg,Ørn.mp4,same,different,eagle,31,target,1,,,
