Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: picture,Spreadsheet: video,Spreadsheet: correct,Spreadsheet: condition,Spreadsheet: item,Spreadsheet: index,Spreadsheet: trial,Spreadsheet: randomise_trials,Manipulation: Spreadsheet,Store: correct,Store: total
1,1696571639428,06/10/2023 05:53:59,1696578839428,2,06/10/2023 09:53:59,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1696571641571,06/10/2023 05:54:01,1696578841571,2,06/10/2023 09:54:01,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,info,Video start,2015.999,1999.9199999999998,2015.999,2015.999,1999.9199999999998,2015.999,1,2015.999,0,0,,Video,Experimental instructions,3,object-161,instructions,,,,,,,,,,,
3,1696571687982,06/10/2023 05:54:47,1696578887982,2,06/10/2023 09:54:47,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,48426.82200000894,48414.73,48426.82200000894,48426.82200000894,48414.73,48426.82200000894,1,48426.82200000894,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
4,1696571687996,06/10/2023 05:54:47,1696578887996,2,06/10/2023 09:54:47,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,instructions,Screen 1,9upwou,1,continue,,48431.39600000001,48414.73,48431.39600000001,48431.39600000001,48414.73,48431.39600000001,1,48431.39600000001,0,0,,Space To Continue,Continue Button,2,object-48,instructions,,,,,,,,,,,
5,1696571688471,06/10/2023 05:54:48,1696578888471,2,06/10/2023 09:54:48,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 1,8mz8sc,1,continue,,499.9799999999959,499.9799999999959,499.9799999999959,499.9799999999959,499.9799999999959,499.9799999999959,1,499.9799999999959,0,0,,Fixation Timing,,1,object-186,nomatch,Breathe 1.jpg,Brann.mp4,different,different,na,85,foil,1,,,
6,1696571689470,06/10/2023 05:54:49,1696578889470,2,06/10/2023 09:54:49,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 2,zhfxqk,2,timedOut,,1001.4120000059629,999.9599999999991,1001.4120000059629,1001.4120000059629,999.9599999999991,1001.4120000059629,0,1001.4120000059629,0,0,,Time Limit,screen,0,screen,nomatch,Breathe 1.jpg,Brann.mp4,different,different,na,85,foil,1,,,
7,1696571689770,06/10/2023 05:54:49,1696578889770,2,06/10/2023 09:54:49,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 3,d73ena,3,timedOut,,301.75200000298355,299.98800000000483,301.75200000298355,301.75200000298355,299.98800000000483,301.75200000298355,1,301.75200000298355,0,0,,Time Limit,screen,0,screen,nomatch,Breathe 1.jpg,Brann.mp4,different,different,na,85,foil,1,,,
8,1696571689784,06/10/2023 05:54:49,1696578889784,2,06/10/2023 09:54:49,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 4,kfk7dt,4,info,Video start,14.842000005958951,0,14.842000005958951,14.842000005958951,0,14.842000005958951,0,14.842000005958951,0,0,,Video,video,1,object-204,nomatch,Breathe 1.jpg,Brann.mp4,different,different,na,85,foil,1,,,
9,1696571698201,06/10/2023 05:54:58,1696578898201,2,06/10/2023 09:54:58,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,1,nomatch,Screen 4,kfk7dt,4,response,nomatch,8432.264000002979,8416.330000000002,8432.264000002979,8432.264000002979,8416.330000000002,8432.264000002979,0,8432.264000002979,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Breathe 1.jpg,Brann.mp4,different,different,na,85,foil,1,,,
10,1696571698687,06/10/2023 05:54:58,1696578898687,2,06/10/2023 09:54:58,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 1,8mz8sc,1,continue,,499.9799999999959,499.9799999999959,499.9799999999959,499.9799999999959,499.9799999999959,499.9799999999959,1,499.9799999999959,0,0,,Fixation Timing,,1,object-186,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
11,1696571699687,06/10/2023 05:54:59,1696578899687,2,06/10/2023 09:54:59,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 2,zhfxqk,2,timedOut,,1001.6540000059613,999.9599999999991,1001.6540000059613,1001.6540000059613,999.9599999999991,1001.6540000059613,0,1001.6540000059613,0,0,,Time Limit,screen,0,screen,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
12,1696571699986,06/10/2023 05:54:59,1696578899986,2,06/10/2023 09:54:59,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 3,d73ena,3,timedOut,,301.2940000000017,299.98800000000483,301.2940000000017,301.2940000000017,299.98800000000483,301.2940000000017,1,301.2940000000017,0,0,,Time Limit,screen,0,screen,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
13,1696571699999,06/10/2023 05:54:59,1696578899999,2,06/10/2023 09:54:59,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,info,Video start,14.05300000595732,0,14.05300000595732,14.05300000595732,0,14.05300000595732,0,14.05300000595732,0,0,,Video,video,1,object-204,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
14,1696571705208,06/10/2023 05:55:05,1696578905208,2,06/10/2023 09:55:05,142915,13,task-n49w,,32060046,b5uc201y,9481563,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,Accepted,,0,experiment list2,23,Not on phone,Accepted,,list2,nsl_list2,2,nomatch,Screen 4,kfk7dt,4,response,nomatch,5223.106000011918,5216.457999999999,5223.106000011918,5223.106000011918,5216.457999999999,5223.106000011918,0,5223.106000011918,0,0,,Keyboard Response,Keyboard Response,6,object-209,nomatch,Choose 1.jpg,Marsjering.mp4,different,different,na,65,foil,1,,,
