Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,randomiser-pv2z,Randomise questionnaire elements?,Question Key,Response
1,1.70E+12,05.10.2023 12:43,1.70E+12,2,05.10.2023 14:43,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1296x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,BEGIN QUESTIONNAIRE,
2,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,1_dob-month,9
3,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,1_dob-year,1986
4,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,2_pob,Rjukan
5,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,3_residence,Oslo
6,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,4_handedness,høyrehendt
7,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,4_handedness-quantised,1
8,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,5_hearinglevel,Alvorlig hørselstap (>90 dB)
9,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,5_hearinglevel-quantised,1
10,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6_hearing-aids,ja
11,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6_hearing-aids-quantised,1
12,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6a_CI,nei
13,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6a_CI-quantised,2
14,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,6b_CIage,
15,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,7_deafnessreason,Vet ikke
16,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,8_born-deaf,ja
17,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,8_born-deaf-quantised,1
18,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,8a_deafness-age,
19,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,9_SL-exposure,17
20,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,10_SL-introduction-path,annet
21,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,10_SL-introduction-path-quantised,5
22,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,11_SL-years,37 år
23,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,12_SL-peers,nei
24,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,12_SL-peers-quantised,2
25,1.70E+12,05.10.2023 12:44,1.70E+12,2,05.10.2023 14:44,142915,11,questionnaire-zt1x,,32046818,BLIND,9477538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.47,1344x840,1281x726,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,list2,No,13_college,ja
