Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-74d9,checkpoint-9nfr,checkpoint-33a1,Randomise questionnaire elements?,Question Key,Response
31,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language,tegnspråk
32,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language-quantised,1
33,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,16_preferred-language-text,
34,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,17_home-language,Norsk (skriftlig og muntlig)
35,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,18_formal-writing ,ja
36,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,18_formal-writing -quantised,1
37,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,response-1,ja
38,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,response-1-quantised,1
39,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,20_formal-reading,ja
40,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,20_formal-reading-quantised,1
41,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,21_informal-reading,ja
42,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,21_informal-reading-quantised,1
43,1.69928E+12,06.11.2023 13:25,1.69928E+12,1,06.11.2023 14:25,146116,4,questionnaire-zt1x,,32738333,icec2pk8,9687063,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1470x956,1470x817,Accepted,,,NSL questionnaire,14,Not on phone,Accepted,,No,END QUESTIONNAIRE,274874
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
