"","item","id","list","trial","language","condition","cognate","correct","rt","norsk_log","rusisk_log","freq","freq_bin","wordclass","homophone","boundedness","plurality","Familiarity","Iconicity","Use","fam_bin","icon_bin","use_bin","learned","peers","practice","age","handedness","hearing","deafbirth","exposure"
"596","cry","9541537","rsl_list1","10","rsl","nonaligned","cognate",1,975.641000001488,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",34,"right","moderate","yes","0"
"597","cry","9498014","rsl_list2","39","rsl","aligned","cognate",1,1188.63000001188,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","no","daily",44,"right","considerable","no","16"
"598","cry","9473190","rsl_list2","47","rsl","aligned","cognate",1,548.523000005982,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","yes","daily",49,"right","serious","no","7"
"599","cry","9555238","rsl_list2","7","rsl","aligned","cognate",1,920.484000005963,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","caregiver","no","daily",13,"right","mild","no","0"
"600","cry","9483913","rsl_list1","1","rsl","nonaligned","cognate",1,1647.45,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",37,"right","considerable","yes","0"
"601","cry","9472740","rsl_list2","40","rsl","aligned","cognate",1,1607.91199999105,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","yes","daily",24,"right","moderate","yes","7"
"602","cry","9479813","rsl_list2","7","rsl","aligned","cognate",1,207.604999997013,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",35,"right","considerable","no","0"
"603","cry","9454658","rsl_list1","20","rsl","nonaligned","cognate",1,540,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","yes","daily",29,"right","serious","no","5"
"604","cry","9476391","rsl_list2","46","rsl","aligned","cognate",1,1116.74700000009,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",32,"right","serious","no","2"
"605","cry","9492137","rsl_list1","42","rsl","nonaligned","cognate",1,509.558000000194,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","yes","daily",28,"right","moderate","no","3"
"606","cry","9455706","rsl_list1","30","rsl","nonaligned","cognate",1,1283.02099999983,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","yes","daily",31,"right","considerable","no","7"
"607","cry","9377336","rsl_list2","3","rsl","aligned","cognate",1,1143.66499999999,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","yes","daily",48,"right","serious","no","6.5"
"608","cry","9503065","rsl_list1","32","rsl","nonaligned","cognate",0,4767.15499999997,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",36,"right","considerable","yes","0"
"609","cry","9458431","rsl_list2","16","rsl","aligned","cognate",1,425.383000047674,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",38,"right","serious","yes","0"
"610","cry","9489076","rsl_list2","35","rsl","aligned","cognate",1,252.01699995232,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",38,"right","serious","no","1"
"611","cry","9587228","rsl_list1","2","rsl","nonaligned","cognate",1,1354.32400000223,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",61,"right","considerable","no","0"
"612","cry","9476587","rsl_list2","43","rsl","aligned","cognate",1,754,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","yes","daily",25,"right","serious","yes","5"
"613","cry","9696122","nsl_list1","44","nsl","aligned","cognate",1,-31.1529999992345,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",34,"right","serious","yes","1"
"614","cry","9462565","nsl_list1","42","nsl","aligned","cognate",1,430,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",42,"right","serious","yes","0"
"615","cry","9483878","rsl_list1","36","rsl","nonaligned","cognate",1,93.460000000021,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",42,"right","considerable","yes","0"
"616","cry","9473110","rsl_list1","5","rsl","nonaligned","cognate",1,2717.202,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","yes","daily",36,"right","serious","yes","3.5"
"617","cry","9537479","rsl_list2","47","rsl","aligned","cognate",1,274.179999999993,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",43,"right","serious","yes","0"
"618","cry","9555631","rsl_list1","16","rsl","nonaligned","cognate",1,700.711000005947,1.28,2.11,1.17,"high","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","no","daily",33,"right","considerable","yes","28"
"619","cry","9482437","nsl_list1","2","nsl","aligned","cognate",1,819,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","yes","daily",70,"right","serious","no","8"
"620","cry","9477675","nsl_list2","14","nsl","nonaligned","cognate",1,782.063000017894,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","yes","daily",41,"right","serious","no","3"
"621","cry","9685656","nsl_list2","38","nsl","nonaligned","cognate",1,4865.337,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","2"
"622","cry","9479027","nsl_list2","41","nsl","nonaligned","cognate",0,2056.54999999778,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","1"
"623","cry","9476778","nsl_list1","19","nsl","aligned","cognate",1,426.222000000009,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",46,"right","considerable","yes","0"
"624","cry","9612157","nsl_list1","33","nsl","aligned","cognate",1,176.355999988096,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","yes","daily",28,"left","serious","yes","5"
"625","cry","9498903","nsl_list1","6","nsl","aligned","cognate",1,941.448000095363,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","yes","daily",49,"right","serious","no","18"
"626","cry","9483072","nsl_list2","19","nsl","nonaligned","cognate",0,1251.79300000001,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","school","no","daily",45,"left","serious","no","14"
"627","cry","9368241","nsl_list2","18","nsl","nonaligned","cognate",1,1650.10900000299,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,6,"yes","high","high","high","other","yes","daily",37,"right","serious","yes","0.5"
"628","cry","9477538","nsl_list2","44","nsl","nonaligned","cognate",1,1313.48299990461,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","no","daily",37,"right","serious","yes","17"
"629","cry","9493027","nsl_list2","17","nsl","nonaligned","cognate",0,695.300000000003,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","parents","yes","daily",31,"right","considerable","no","2"
"630","cry","9631781","nsl_list1","5","nsl","aligned","cognate",1,4965,1.28,2.11,0.3,"low","verb","near","atelic","intrans",7,7,"yes","high","high","high","other","no","often",81,"right","serious","no","19"
"631","doll","9455706","rsl_list1","15","rsl","aligned","noncognate",1,2053.00200000001,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",31,"right","considerable","no","7"
"632","doll","9483878","rsl_list1","44","rsl","aligned","noncognate",0,800.01999999996,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,1,"yes","high","low","high","parents","yes","daily",42,"right","considerable","yes","0"
"633","doll","9458431","rsl_list2","19","rsl","nonaligned","noncognate",1,512.024999856949,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",38,"right","serious","yes","0"
"634","doll","9541537","rsl_list1","40","rsl","aligned","noncognate",1,-75.1749999955064,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",34,"right","moderate","yes","0"
"635","doll","9479813","rsl_list2","4","rsl","nonaligned","noncognate",1,-186.567999998515,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",35,"right","considerable","no","0"
"636","doll","9454658","rsl_list1","12","rsl","aligned","noncognate",1,270,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",29,"right","serious","no","5"
"637","doll","9555238","rsl_list2","4","rsl","nonaligned","noncognate",1,8591.82599999403,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",5,5,"no","low","low","low","caregiver","no","daily",13,"right","mild","no","0"
"638","doll","9498014","rsl_list2","24","rsl","nonaligned","noncognate",1,2206.47000000597,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",6,6,"yes","low","low","high","other","no","daily",44,"right","considerable","no","16"
"639","doll","9476391","rsl_list2","27","rsl","nonaligned","noncognate",1,783.965000000026,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",32,"right","serious","no","2"
"640","doll","9476587","rsl_list2","13","rsl","nonaligned","noncognate",1,825,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,5,"yes","high","low","high","school","yes","daily",25,"right","serious","yes","5"
"641","doll","9587228","rsl_list1","1","rsl","aligned","noncognate",1,2483.13,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",61,"right","considerable","no","0"
"642","doll","9454567","rsl_list2","41","rsl","nonaligned","noncognate",1,649.870000000054,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",38,"right","serious","yes","6"
"643","doll","9555631","rsl_list1","44","rsl","aligned","noncognate",1,691.585999982082,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","no","daily",33,"right","considerable","yes","28"
"644","doll","9483913","rsl_list1","43","rsl","aligned","noncognate",1,1033.41299999994,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",37,"right","considerable","yes","0"
"645","doll","9492137","rsl_list1","37","rsl","aligned","noncognate",1,411.855000000214,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",28,"right","moderate","no","3"
"646","doll","9482266","rsl_list1","18","rsl","aligned","noncognate",1,5771.95100001193,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,5,"yes","high","low","high","other","no","daily",35,"right","considerable","no","15"
"647","doll","9473775","rsl_list2","23","rsl","nonaligned","noncognate",1,495.539999999979,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",44,"right","considerable","no","7"
"648","doll","9473190","rsl_list2","45","rsl","nonaligned","noncognate",1,957.43200000003,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",49,"right","serious","no","7"
"649","doll","9503065","rsl_list1","28","rsl","aligned","noncognate",1,1575.32099999778,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,6,"yes","high","low","high","parents","yes","daily",36,"right","considerable","yes","0"
"650","doll","9696122","nsl_list1","17","nsl","aligned","noncognate",1,320.854000000749,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",34,"right","serious","yes","1"
"651","doll","9612157","nsl_list1","48","nsl","aligned","noncognate",1,435.901999999944,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",28,"left","serious","yes","5"
"652","doll","9476778","nsl_list1","2","nsl","aligned","noncognate",1,2058.02299998212,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",46,"right","considerable","yes","0"
"653","doll","9479413","nsl_list1","20","nsl","aligned","noncognate",0,721.587000047672,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",55,"right","serious","no","16"
"654","doll","9482437","nsl_list1","5","nsl","aligned","noncognate",1,1191,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",70,"right","serious","no","8"
"655","doll","9481529","nsl_list2","29","nsl","nonaligned","noncognate",0,6283.234,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",43,"right","serious","no","3.5"
"656","doll","9493027","nsl_list2","4","nsl","nonaligned","noncognate",0,1101.66499999963,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,6,"yes","high","high","high","parents","yes","daily",31,"right","considerable","no","2"
"657","doll","9481525","nsl_list1","26","nsl","aligned","noncognate",1,861.217000000004,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,6,"yes","high","high","high","caregiver","yes","daily",53,"right","serious","yes","48"
"658","doll","9377336","rsl_list2","23","rsl","nonaligned","noncognate",1,737.621999964234,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",48,"right","serious","no","6.5"
"659","doll","9647566","nsl_list1","12","nsl","aligned","noncognate",1,1253.13200000001,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,4,"yes","high","low","high","other","no","often",81,"right","serious","no","19"
"660","doll","9481563","nsl_list2","20","nsl","nonaligned","noncognate",1,744.828000011912,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",50,"right","serious","yes","1"
"661","doll","9477400","nsl_list2","5","nsl","nonaligned","noncognate",1,1585.41500004768,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",44,"right","serious","yes","1"
"662","doll","9687063","nsl_list1","40","nsl","aligned","noncognate",1,982,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,6,"yes","high","high","high","parents","no","daily",23,"right","serious","no","0"
"663","doll","9498903","nsl_list1","5","nsl","aligned","noncognate",1,1181.04700009536,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","yes","daily",49,"right","serious","no","18"
"664","doll","9631781","nsl_list1","40","nsl","aligned","noncognate",1,3275,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","no","often",81,"right","serious","no","19"
"665","doll","9483072","nsl_list2","9","nsl","nonaligned","noncognate",1,1097.04399999999,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","school","no","daily",45,"left","serious","no","14"
"666","doll","9472740","rsl_list2","41","rsl","nonaligned","noncognate",1,2311.64799999702,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,1,"yes","high","low","high","other","yes","daily",24,"right","moderate","yes","7"
"667","doll","9477538","nsl_list2","19","nsl","nonaligned","noncognate",1,1761.98699990462,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,6,"yes","high","high","high","other","no","daily",37,"right","serious","yes","17"
"668","doll","9462565","nsl_list1","13","nsl","aligned","noncognate",1,970,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,6,"yes","high","high","high","parents","yes","daily",42,"right","serious","yes","0"
"669","doll","9479027","nsl_list2","5","nsl","nonaligned","noncognate",0,2069.13999999852,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,5,"yes","high","low","high","parents","yes","daily",48,"right","serious","yes","1"
"670","doll","9685656","nsl_list2","48","nsl","nonaligned","noncognate",1,766.635999999999,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","2"
"671","doll","9477675","nsl_list2","42","nsl","nonaligned","noncognate",1,797.04800000001,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",41,"right","serious","no","3"
"672","doll","9368241","nsl_list2","2","nsl","nonaligned","noncognate",0,1974.08200000298,0.96,1.33,0,"low","noun","different","inanimate","concrete",7,6,"yes","high","high","high","other","yes","daily",37,"right","serious","yes","0.5"
"673","doll","9537479","rsl_list2","3","rsl","nonaligned","noncognate",1,331.139999999985,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,4,"yes","high","low","high","parents","yes","daily",43,"right","serious","yes","0"
"674","doll","9489076","rsl_list2","26","rsl","nonaligned","noncognate",1,-8.85200014305883,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","parents","yes","daily",38,"right","serious","no","1"
"675","doll","9473110","rsl_list1","13","rsl","aligned","noncognate",1,524.345999997779,0.96,1.33,0.69,"low","noun","different","inanimate","concrete",7,7,"yes","high","high","high","other","yes","daily",36,"right","serious","yes","3.5"
"676","doubt","9455706","rsl_list1","31","rsl","aligned","noncognate",1,1597.78700000001,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",31,"right","considerable","no","7"
"677","doubt","9473775","rsl_list2","44","rsl","nonaligned","noncognate",1,1559.64000000001,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",44,"right","considerable","no","7"
"678","doubt","9473190","rsl_list2","33","rsl","nonaligned","noncognate",1,1334.95799999998,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,5,"yes","high","low","high","school","yes","daily",49,"right","serious","no","7"
"679","doubt","9454658","rsl_list1","29","rsl","aligned","noncognate",1,785,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",29,"right","serious","no","5"
"680","doubt","9483913","rsl_list1","38","rsl","aligned","noncognate",1,1928.95800000225,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",37,"right","considerable","yes","0"
"681","doubt","9479813","rsl_list2","9","rsl","nonaligned","noncognate",1,509.583000001483,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",35,"right","considerable","no","0"
"682","doubt","9377336","rsl_list2","4","rsl","nonaligned","noncognate",1,1225.81499996423,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",48,"right","serious","no","6.5"
"683","doubt","9541537","rsl_list1","37","rsl","aligned","noncognate",1,1480.84100000595,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",34,"right","moderate","yes","0"
"684","doubt","9687063","nsl_list1","23","nsl","aligned","noncognate",1,887,1.42,1.72,0,"low","verb","different","atelic","trans",7,5,"yes","high","low","high","parents","no","daily",23,"right","serious","no","0"
"685","doubt","9612157","nsl_list1","26","nsl","aligned","noncognate",1,429.636999976152,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",28,"left","serious","yes","5"
"686","doubt","9696122","nsl_list1","25","nsl","aligned","noncognate",1,162.897000000754,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",34,"right","serious","yes","1"
"687","doubt","9476778","nsl_list1","6","nsl","aligned","noncognate",0,2505.82299998212,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",46,"right","considerable","yes","0"
"688","doubt","9482437","nsl_list1","43","nsl","aligned","noncognate",1,904.000000000058,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",70,"right","serious","no","8"
"689","doubt","9493027","nsl_list2","16","nsl","nonaligned","noncognate",0,1855.99099999999,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",31,"right","considerable","no","2"
"690","doubt","9477675","nsl_list2","18","nsl","nonaligned","noncognate",0,5865.53599999999,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",41,"right","serious","no","3"
"691","doubt","9477400","nsl_list2","4","nsl","nonaligned","noncognate",1,2053.23600009536,1.42,1.72,0,"low","verb","different","atelic","trans",7,6,"yes","high","high","high","other","yes","daily",44,"right","serious","yes","1"
"692","doubt","9481529","nsl_list2","33","nsl","nonaligned","noncognate",0,4879.62200001191,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",43,"right","serious","no","3.5"
"693","doubt","9479413","nsl_list1","35","nsl","aligned","noncognate",1,958.081999952323,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",55,"right","serious","no","16"
"694","doubt","9481563","nsl_list2","16","nsl","nonaligned","noncognate",1,4663.95000000001,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",50,"right","serious","yes","1"
"695","doubt","9477538","nsl_list2","5","nsl","nonaligned","noncognate",1,3170.398,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","no","daily",37,"right","serious","yes","17"
"696","doubt","9462565","nsl_list1","31","nsl","aligned","noncognate",1,750,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",42,"right","serious","yes","0"
"697","doubt","9481525","nsl_list1","31","nsl","aligned","noncognate",1,948.227999982133,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","caregiver","yes","daily",53,"right","serious","yes","48"
"698","doubt","9647566","nsl_list1","37","nsl","aligned","noncognate",1,1093.17900001194,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","no","often",81,"right","serious","no","19"
"699","doubt","9479027","nsl_list2","26","nsl","nonaligned","noncognate",1,5187.98900000076,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","1"
"700","doubt","9498903","nsl_list1","26","nsl","aligned","noncognate",1,1265.95600019072,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",49,"right","serious","no","18"
"701","doubt","9476391","rsl_list2","2","rsl","nonaligned","noncognate",1,2408.03300000014,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",32,"right","serious","no","2"
"702","doubt","9555238","rsl_list2","19","rsl","nonaligned","noncognate",1,2098.65299999405,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,6,"yes","high","low","high","caregiver","no","daily",13,"right","mild","no","0"
"703","doubt","9454567","rsl_list2","14","rsl","nonaligned","noncognate",1,7798.8470000001,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",38,"right","serious","yes","6"
"704","doubt","9458431","rsl_list2","36","rsl","nonaligned","noncognate",1,879.070000047679,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",38,"right","serious","yes","0"
"705","doubt","9482266","rsl_list1","37","rsl","aligned","noncognate",1,1045.59099996422,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","no","daily",35,"right","considerable","no","15"
"706","doubt","9555631","rsl_list1","26","rsl","aligned","noncognate",1,1072.61800000595,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","no","daily",33,"right","considerable","yes","28"
"707","doubt","9483878","rsl_list1","40","rsl","aligned","noncognate",1,964.580000000016,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,6,"yes","high","low","high","parents","yes","daily",42,"right","considerable","yes","0"
"708","doubt","9587228","rsl_list1","18","rsl","aligned","noncognate",1,1634.101,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",61,"right","considerable","no","0"
"709","doubt","9476587","rsl_list2","25","rsl","nonaligned","noncognate",1,1825,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","yes","daily",25,"right","serious","yes","5"
"710","doubt","9685656","nsl_list2","35","nsl","nonaligned","noncognate",1,1153.26499997615,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","2"
"711","doubt","9368241","nsl_list2","5","nsl","nonaligned","noncognate",1,1633.47999999701,1.42,1.72,0,"low","verb","different","atelic","trans",7,6,"yes","high","high","high","other","yes","daily",37,"right","serious","yes","0.5"
"712","doubt","9483072","nsl_list2","8","nsl","nonaligned","noncognate",1,3355.71800000149,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","school","no","daily",45,"left","serious","no","14"
"713","doubt","9631781","nsl_list1","10","nsl","aligned","noncognate",0,9650,1.42,1.72,0,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","no","often",81,"right","serious","no","19"
"714","doubt","9472740","rsl_list2","19","rsl","nonaligned","noncognate",1,1636.40599999702,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",24,"right","moderate","yes","7"
"715","doubt","9503065","rsl_list1","46","rsl","aligned","noncognate",1,1596.3969999993,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",36,"right","considerable","yes","0"
"716","doubt","9473110","rsl_list1","11","rsl","aligned","noncognate",1,1161.00199999777,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",36,"right","serious","yes","3.5"
"717","doubt","9498014","rsl_list2","29","rsl","nonaligned","noncognate",1,1910.32799999998,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,5,"yes","high","low","high","other","no","daily",44,"right","considerable","no","16"
"718","doubt","9489076","rsl_list2","12","rsl","nonaligned","noncognate",1,758.915999904624,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","parents","yes","daily",38,"right","serious","no","1"
"719","doubt","9492137","rsl_list1","36","rsl","aligned","noncognate",1,1158.71500000072,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,7,"yes","high","high","high","other","yes","daily",28,"right","moderate","no","3"
"720","doubt","9537479","rsl_list2","9","rsl","nonaligned","noncognate",1,1707.28,1.42,1.72,0.3,"low","verb","different","atelic","trans",7,6,"yes","high","low","high","parents","yes","daily",43,"right","serious","yes","0"
"721","eagle","9696122","nsl_list1","23","nsl","nonaligned","cognate",1,741.456000002974,0,1.39,0.3,"low","noun","near","animate","concrete",7,7,"yes","high","high","high","parents","yes","daily",34,"right","serious","yes","1"
"722","eagle","9685656","nsl_list2","2","nsl","aligned","cognate",1,1446.27299990463,0,1.39,0.3,"low","noun","near","animate","concrete",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","2"
"723","eagle","9481563","nsl_list2","17","nsl","aligned","cognate",1,621.764000000025,0,1.39,0.3,"low","noun","near","animate","concrete",7,7,"yes","high","high","high","parents","yes","daily",50,"right","serious","yes","1"
"724","eagle","9479027","nsl_list2","21","nsl","aligned","cognate",1,985.777999997779,0,1.39,0.3,"low","noun","near","animate","concrete",7,7,"yes","high","high","high","parents","yes","daily",48,"right","serious","yes","1"
"725","eagle","9482437","nsl_list1","20","nsl","nonaligned","cognate",1,699.000000000029,0,1.39,0.3,"low","noun","near","animate","concrete",7,7,"yes","high","high","high","school","yes","daily",70,"right","serious","no","8"
"726","eagle","9493027","nsl_list2","20","nsl","aligned","cognate",1,480.960999999632,0,1.39,0.3,"low","noun","near","animate","concrete",7,7,"yes","high","high","high","parents","yes","daily",31,"right","considerable","no","2"
